time,thrust,p_c,p_u_o,p_t
0,7.882439829,0.185622642,0.299804232,0.31046868
0.0005,8.404838443,0.185683217,0.299712631,0.310054994
0.001,9.0110928,0.185491151,0.299192576,0.310600665
0.0015,9.809233271,0.18493416,0.299049266,0.310675523
0.002,10.6530789,0.184968141,0.298682863,0.310163341
0.0025,11.7107189,0.185315337,0.298561714,0.308926224
0.003,12.91756169,0.18530795,0.298792193,0.308853336
0.0035,14.26340859,0.185083381,0.298603082,0.308289936
0.004,15.78905429,0.184891315,0.298873452,0.307509843
0.0045,17.81707899,0.185197143,0.29855285,0.307259662
0.005,20.0713631,0.184977006,0.298351919,0.307728505
0.0055,22.76419009,0.184999167,0.298300209,0.307691077
0.006,26.2056751,0.184869153,0.297973698,0.30789004
0.0065,31.58452996,0.185333066,0.297613205,0.308195379
0.007,38.57892991,0.185994954,0.297511263,0.308033845
0.0075,47.02078576,0.186482505,0.297421139,0.307608339
0.008,56.24831703,0.187407376,0.297645709,0.307358158
0.0085,66.46171987,0.187924476,0.297354655,0.307072518
0.009,76.96748463,0.188666145,0.297440346,0.306991751
0.0095,88.00924623,0.189028115,0.297421139,0.306946443
0.01,98.80963927,0.188964585,0.297329539,0.306560336
0.0105,109.4672509,0.189332465,0.297531947,0.306355463
0.011,119.5401387,0.189344285,0.297322152,0.306184079
0.0115,129.4981971,0.188932082,0.297338403,0.306418501
0.012,139.4071507,0.188855256,0.29720248,0.306247117
0.0125,149.902339,0.18860557,0.296822781,0.305811762
0.013,162.585709,0.188320427,0.297081331,0.305443385
0.0135,180.0001293,0.188376569,0.296645489,0.305437475
0.014,202.867817,0.188194845,0.296630715,0.305189264
0.0145,231.8161793,0.188485899,0.296579005,0.304487968
0.015,264.1259481,0.188763655,0.296884833,0.304383562
0.0155,298.2023535,0.189206884,0.296652877,0.304271276
0.016,332.0929163,0.189441795,0.296487405,0.30387138
0.0165,367.631509,0.18985252,0.296212603,0.305025759
0.017,403.1017328,0.19001356,0.296144641,0.305191234
0.0175,437.6325456,0.190181987,0.296075202,0.304883924
0.018,467.0081188,0.189822971,0.295544805,0.304749969
0.0185,491.7349866,0.189428498,0.295190222,0.305214873
0.019,510.6187711,0.188830139,0.295018841,0.305520212
0.0195,522.8994824,0.188103245,0.295051344,0.305417776
0.02,528.2484967,0.187620125,0.294773587,0.305313369
0.0205,527.3683891,0.187321685,0.295173971,0.305551731
0.021,521.1573982,0.186526828,0.294939059,0.305090767
0.0215,510.6837404,0.185912218,0.2952375,0.304371742
0.022,497.2347146,0.185068606,0.295107486,0.303225242
0.0225,482.2819514,,,
0.023,467.6075741,,,
0.0235,451.1631607,,,
0.024,431.1926512,,,
0.0245,405.9210988,,,
0.025,379.2851909,,,
0.0255,354.3207319,,,
0.026,333.6468917,,,
0.0265,319.0616584,,,
0.027,311.9800031,,,
0.0275,311.589054,,,
0.028,316.7828219,,,
0.0285,327.6111668,,,
0.029,345.535143,,,
0.0295,372.2424417,,,
0.03,406.0888103,,,
0.0305,446.5707368,,,
0.031,490.4548645,,,
0.0315,534.9679102,,,
0.032,577.5077019,,,
0.0325,618.468966,,,
0.033,654.6614068,,,
0.0335,685.6056868,,,
0.034,708.2845102,,,
0.0345,722.5301656,,,
0.035,727.6279904,,,
0.0355,724.5604566,,,
0.036,715.9418238,,,
0.0365,701.1926563,,,
0.037,677.7428888,,,
0.0375,644.9809789,,,
0.038,603.1800243,,,
0.0385,550.7456327,,,
0.039,493.3214466,,,
0.0395,439.823749,,,
0.04,395.967951,,,
0.0405,357.954103,,,
0.041,330.0342956,,,
0.0415,317.7037241,,,
0.042,323.981573,,,
0.0425,341.9493657,,,
0.043,364.3203403,,,
0.0435,386.8435396,,,
0.044,404.1824142,,,
0.0445,415.4379702,,,
0.045,418.2403384,,,
0.0455,409.4619264,,,
0.046,389.5983141,,,
0.0465,359.2108059,,,
0.047,327.6931339,,,
0.0475,301.1660118,,,
0.048,281.9826886,,,
0.0485,269.1924214,,,
0.049,263.197869,,,
0.0495,264.4262423,,,
0.05,271.4795679,,,
0.0505,282.6380477,,,
0.051,295.0993132,,,
0.0515,306.9055975,,,
0.052,316.1289737,,,
0.0525,320.676448,,,
0.053,321.5082063,,,
0.0535,320.2439488,,,
0.054,318.2831598,,,
0.0545,316.7053875,,,
0.055,316.437578,,,
0.0555,319.2323917,,,
0.056,324.8771674,,,
0.0565,333.7039287,,,
0.057,345.3572329,,,
0.0575,359.0208085,,,
0.058,373.20225,,,
0.0585,386.0540869,,,
0.059,396.3762755,,,
0.0595,404.1669273,,,
0.06,408.9395278,,,
0.0605,409.8732729,,,
0.061,407.4365458,,,
0.0615,403.6898561,,,
0.062,399.8181383,,,
0.0625,395.5671809,,,
0.063,390.8002464,,,
0.0635,385.63783,,,
0.064,382.5695408,,,
0.0645,381.9893497,,,
0.065,383.3510612,,,
0.0655,384.9443203,,,
0.066,386.3218964,,,
0.0665,388.2894846,,,
0.067,391.6425811,,,
0.0675,395.953975,,,
0.068,399.9050159,,,
0.0685,403.6649261,,,
0.069,407.1400289,,,
0.0695,409.7471115,,,
0.07,411.0744497,,,
0.0705,410.8799195,,,
0.071,410.1561916,,,
0.0715,409.3089464,,,
0.072,409.182785,,,
0.0725,409.2605971,,,
0.073,408.9429274,,,
0.0735,407.7965212,,,
0.074,405.5157961,,,
0.0745,402.3447647,,,
0.075,398.3937238,,,
0.0755,393.4968506,,,
0.076,388.5176326,,,
0.0765,382.8668132,,,
0.077,377.0278849,,,
0.0775,370.6997982,,,
0.078,364.9802321,,,
0.0785,360.0992235,,,
0.079,356.1753791,,,
0.0795,353.0130355,,,
0.08,350.774616,,,
0.0805,349.4325464,,,
0.081,349.8257619,,,
0.0815,350.920797,,,
0.082,352.5246325,,,
0.0825,354.9281194,,,
0.083,358.2124693,,,
0.0835,362.7078171,,,
0.084,367.2790882,,,
0.0845,371.4205043,,,
0.085,375.2574711,,,
0.0855,378.6638274,,,
0.086,381.4514642,,,
0.0865,383.3994105,,,
0.087,384.7139059,,,
0.0875,386.8896225,,,
0.088,390.0651866,,,
0.0885,393.5689968,,,
0.089,396.4329348,,,
0.0895,397.4818871,,,
0.09,395.4625501,,,
0.0905,391.493756,,,
0.091,386.2210429,,,
0.0915,378.8832877,,,
0.092,368.8285308,,,
0.0925,356.3011628,,,
0.093,343.7779497,,,
0.0935,332.1590188,,,
0.094,322.1322139,,,
0.0945,314.5689547,,,
0.095,311.2377665,,,
0.0955,313.1173438,,,
0.096,318.7179254,,,
0.0965,326.3707062,,,
0.097,334.1843994,,,
0.0975,341.7079971,,,
0.098,348.5195765,,,
0.0985,354.6346243,,,
0.099,359.1533912,,,
0.0995,361.8643492,,,
0.1,362.8728844,,,
0.1005,362.6859088,,,
0.101,362.3591736,,,
0.1015,362.9590066,,,
0.102,364.4079734,,,
0.1025,366.3121031,,,
0.103,368.711435,,,
0.1035,370.4625846,,,
0.104,371.2425941,,,
0.1045,371.059018,,,
0.105,369.8635071,,,
0.1055,368.2449402,,,
0.106,366.3302341,,,
0.1065,364.9598348,,,
0.107,364.1541398,,,
0.1075,363.0745915,,,
0.108,362.1771084,,,
0.1085,361.3041777,,,
0.109,359.0332735,,,
0.1095,354.6750413,,,
0.11,348.6079649,,,
0.1105,341.9810949,,,
0.111,336.3261204,,,
0.1115,331.3903412,,,
0.112,327.142028,,,
0.1125,323.8773199,,,
0.113,322.0139849,,,
0.1135,321.6041494,,,
0.114,322.4019121,,,
0.1145,323.5713598,,,
0.115,324.8242854,,,
0.1155,326.5988543,,,
0.116,328.6091257,,,
0.1165,330.1918084,,,
0.117,330.7357376,,,
0.1175,330.9525538,,,
0.118,332.0151043,,,
0.1185,334.3218926,,,
0.119,336.3552055,,,
0.1195,338.0100344,,,
0.12,339.4699553,,,
0.1205,340.4414732,,,
0.121,340.6008747,,,
0.1215,340.1914169,,,
0.122,339.8027342,,,
0.1225,339.6489987,,,
0.123,339.8975441,,,
0.1235,340.4512942,,,
0.124,341.2490569,,,
0.1245,342.4532556,,,
0.125,344.1556783,,,
0.1255,345.8618782,,,
0.126,346.5565211,,,
0.1265,345.549119,,,
0.127,343.3715138,,,
0.1275,339.8915004,,,
0.128,335.1793365,,,
0.1285,329.1039502,,,
0.129,323.2219608,,,
0.1295,318.0459462,,,
0.13,314.2750819,,,
0.1305,312.158291,,,
0.131,312.2251489,,,
0.1315,314.613149,,,
0.132,319.0238855,,,
0.1325,325.1578198,,,
0.133,331.4575769,,,
0.1335,337.1099072,,,
0.134,341.9183919,,,
0.1345,346.4084515,,,
0.135,350.7719719,,,
0.1355,354.4857992,,,
0.136,357.5166933,,,
0.1365,359.8072394,,,
0.137,361.3219309,,,
0.1375,361.9236525,,,
0.138,362.0003314,,,
0.1385,361.8635937,,,
0.139,361.4091862,,,
0.1395,360.1301973,,,
0.14,357.7603282,,,
0.1405,354.6376461,,,
0.141,351.3691608,,,
0.1415,348.2453455,,,
0.142,345.5117238,,,
0.1425,342.9171063,,,
0.143,340.6582894,,,
0.1435,338.3337478,,,
0.144,335.9869202,,,
0.1445,333.8648411,,,
0.145,332.0358793,,,
0.1455,330.5559388,,,
0.146,329.5122747,,,
0.1465,328.7337762,,,
0.147,328.4043968,,,
0.1475,328.9207518,,,
0.148,330.3515876,,,
0.1485,332.7350549,,,
0.149,336.0643545,,,
0.1495,340.7051278,,,
0.15,345.7523369,,,
0.1505,350.6556315,,,
0.151,354.6334911,,,
0.1515,357.0430217,,,
0.152,357.288923,,,
0.1525,355.7613886,,,
0.153,353.4546002,,,
0.1535,350.9502598,,,
0.154,348.4266552,,,
0.1545,345.226161,,,
0.155,341.7004426,,,
0.1555,338.241582,,,
0.156,335.003315,,,
0.1565,331.7227423,,,
0.157,328.8013896,,,
0.1575,326.3907258,,,
0.158,325.2484746,,,
0.1585,325.4902209,,,
0.159,327.3229599,,,
0.1595,330.2352472,,,
0.16,333.5233744,,,
0.1605,337.3739395,,,
0.161,341.0492385,,,
0.1615,343.6117491,,,
0.162,344.9035808,,,
0.1625,344.9436201,,,
0.163,344.5232082,,,
0.1635,343.389267,,,
0.164,341.9841167,,,
0.1645,340.7708525,,,
0.165,340.0218168,,,
0.1655,340.5132417,,,
0.166,342.2734568,,,
0.1665,344.6780769,,,
0.167,347.2235897,,,
0.1675,349.2584135,,,
0.168,350.4758327,,,
0.1685,350.8630045,,,
0.169,350.5430684,,,
0.1695,349.4688084,,,
0.17,347.8321105,,,
0.1705,345.8630114,,,
0.171,344.6607014,,,
0.1715,344.5239636,,,
0.172,345.6601712,,,
0.1725,348.0851886,,,
0.173,351.2218467,,,
0.1735,354.1847496,,,
0.174,356.0072899,,,
0.1745,356.1889774,,,
0.175,354.0691646,,,
0.1755,349.9485236,,,
0.176,344.4824135,,,
0.1765,339.0427443,,,
0.177,335.1200331,,,
0.1775,333.7126165,,,
0.178,335.1642274,,,
0.1785,338.7677579,,,
0.179,343.5169393,,,
0.1795,348.8670867,,,
0.18,353.4598884,,,
0.1805,356.3532893,,,
0.181,357.8611818,,,
0.1815,358.6483681,,,
0.182,359.491836,,,
0.1825,360.4433343,,,
0.183,361.275848,,,
0.1835,362.1771084,,,
0.184,363.4020822,,,
0.1845,364.722999,,,
0.185,365.3515393,,,
0.1855,364.5194033,,,
0.186,362.5499265,,,
0.1865,359.3418778,,,
0.187,355.3481536,,,
0.1875,350.8531836,,,
0.188,347.227367,,,
0.1885,345.5581845,,,
0.189,346.4526457,,,
0.1895,349.6074347,,,
0.19,353.8659467,,,
0.1905,358.1244586,,,
0.191,360.9853748,,,
0.1915,361.7302555,,,
0.192,359.8763637,,,
0.1925,355.6824434,,,
0.193,349.7566375,,,
0.1935,343.2532847,,,
0.194,337.6134194,,,
0.1945,333.7337693,,,
0.195,332.5862299,,,
0.1955,335.0750834,,,
0.196,340.8497978,,,
0.1965,348.7046635,,,
0.197,356.755948,,,
0.1975,363.3378683,,,
0.198,367.3244157,,,
0.1985,368.8198431,,,
0.199,368.6026491,,,
0.1995,367.0788921,,,
0.2,365.5944188,,,
0.2005,365.652589,,,
0.201,368.5909396,,,
0.2015,373.9577071,,,
0.202,379.9401722,,,
0.2025,384.9201457,,,
0.203,387.1608316,,,
0.2035,385.8769322,,,
0.204,381.5186999,,,
0.2045,374.4011604,,,
0.205,365.7100037,,,
0.2055,355.7304149,,,
0.206,346.6675733,,,
0.2065,340.0320155,,,
0.207,337.4679939,,,
0.2075,339.8174656,,,
0.208,345.7901098,,,
0.2085,353.1407078,,,
0.209,359.601755,,,
0.2095,363.6578044,,,
0.21,365.2348212,,,
0.2105,363.4413659,,,
0.211,358.4145541,,,
0.2115,350.7515746,,,
0.212,342.6092575,,,
0.2125,337.3841382,,,
0.213,336.6381242,,,
0.2135,342.3542907,,,
0.214,353.5766066,,,
0.2145,367.7792009,,,
0.215,380.6348151,,,
0.2155,388.6706127,,,
0.216,390.5958952,,,
0.2165,386.8424064,,,
0.217,376.8439311,,,
0.2175,361.0684751,,,
0.218,341.851534,,,
0.2185,321.8047232,,,
0.219,305.0592602,,,
0.2195,295.8781896,,,
0.22,298.0882794,,,
0.2205,311.2166137,,,
0.221,329.8582741,,,
0.2215,348.4009697,,,
0.222,361.7604738,,,
0.2225,368.9142752,,,
0.223,368.807378,,,
0.2235,360.4709085,,,
0.224,344.3343439,,,
0.2245,322.0200285,,,
0.225,296.3057783,,,
0.2255,269.8160513,,,
0.226,245.9262301,,,
0.2265,227.0039173,,,
0.227,216.7852263,,,
0.2275,216.503063,,,
0.228,224.805537,,,
0.2285,238.7195467,,,
0.229,253.3625725,,,
0.2295,267.155709,,,
0.23,279.273997,,,
0.2305,289.7227248,,,
0.231,297.8030944,,,
0.2315,303.2155671,,,
0.232,305.4351001,,,
0.2325,305.0970331,,,
0.233,302.8200852,,,
0.2335,300.9265319,,,
0.234,302.851059,,,
0.2345,310.1941024,,,
0.235,322.1582772,,,
0.2355,335.2733909,,,
0.236,344.7657099,,,
0.2365,347.9964224,,,
0.237,345.6579048,,,
0.2375,340.521174,,,
0.238,333.4380078,,,
0.2385,324.3339938,,,
0.239,312.9231913,,,
0.2395,299.1300548,,,
0.24,284.7846791,,,
0.2405,270.2205986,,,
0.241,259.3371053,,,
0.2415,257.40729,,,
0.242,267.6561993,,,
0.2425,287.4877048,,,
0.243,311.224546,,,
0.2435,335.0259787,,,
0.244,354.1847496,,,
0.2445,367.7410503,,,
0.245,375.7817584,,,
0.2455,377.347821,,,
0.246,370.843335,,,
0.2465,355.169488,,,
0.247,333.0565019,,,
0.2475,307.0053178,,,
0.248,281.6026937,,,
0.2485,262.3200278,,,
0.249,255.0343991,,,
0.2495,259.6887706,,,
0.25,271.7054496,,,
0.2505,287.346812,,,
0.251,302.9005414,,,
0.2515,315.9185789,,,
0.252,325.6246923,,,
0.2525,331.4273586,,,
0.253,331.4836402,,,
0.2535,325.4494262,,,
0.254,314.4439266,,,
0.2545,300.4381289,,,
0.255,287.5258554,,,
0.2555,280.9412909,,,
0.256,285.0721306,,,
0.2565,299.4703883,,,
0.257,318.7783619,,,
0.2575,336.8545627,,,
0.258,347.6402243,,,
0.2585,350.5185161,,,
0.259,347.0237713,,,
0.2595,337.5095441,,,
0.26,322.2455325,,,
0.2605,300.4301966,,,
0.261,275.8415775,,,
0.2615,250.8937385,,,
0.262,229.5520742,,,
0.2625,215.9285379,,,
0.263,214.6045992,,,
0.2635,226.6348765,,,
0.264,247.6675588,,,
0.2645,272.3434332,,,
0.265,295.0808045,,,
0.2655,313.8660019,,,
0.266,327.1718685,,,
0.2665,336.8368095,,,
0.267,343.5101401,,,
0.2675,347.1461554,,,
0.268,346.3861655,,,
0.2685,342.2844109,,,
0.269,337.0230297,,,
0.2695,334.5209556,,,
0.27,338.7783343,,,
0.2705,352.674213,,,
0.271,372.7542639,,,
0.2715,392.1940648,,,
0.272,404.3267065,,,
0.2725,407.0965901,,,
0.273,401.7997024,,,
0.2735,390.5720983,,,
0.274,373.889716,,,
0.2745,352.6640143,,,
0.275,328.7753263,,,
0.2755,303.127934,,,
0.276,278.0274927,,,
0.2765,254.4383434,,,
0.277,236.3330576,,,
0.2775,225.5783697,,,
0.278,223.3029328,,,
0.2785,229.3586772,,,
0.279,242.5296948,,,
0.2795,261.1162069,,,
0.28,281.4451808,,,
0.2805,302.4060947,,,
0.281,323.4323557,,,
0.2815,344.9084913,,,
0.282,364.8072325,,,
0.2825,382.2586702,,,
0.283,394.9541275,,,
0.2835,403.2241168,,,
0.284,407.8860428,,,
0.2845,410.205674,,,
0.285,409.4396405,,,
0.2855,404.8037777,,,
0.286,397.1230449,,,
0.2865,386.3834662,,,
0.287,373.1501234,,,
0.2875,358.0560897,,,
0.288,343.5970177,,,
0.2885,332.0033947,,,
0.289,326.2403899,,,
0.2895,326.9603405,,,
0.29,333.7296142,,,
0.2905,345.2850867,,,
0.291,359.5790913,,,
0.2915,374.8759653,,,
0.292,388.6090429,,,
0.2925,398.9391639,,,
0.293,405.442139,,,
0.2935,408.5160941,,,
0.294,408.2815247,,,
0.2945,404.7131228,,,
0.295,398.964094,,,
0.2955,392.3859509,,,
0.296,386.3358724,,,
0.2965,381.3211479,,,
0.297,377.8116717,,,
0.2975,375.968734,,,
0.298,375.3163968,,,
0.2985,375.7243436,,,
0.299,376.2422095,,,
0.2995,376.2180349,,,
0.3,376.395945,,,
0.3005,377.9842937,,,
0.301,381.1598578,,,
0.3015,385.135451,,,
0.302,389.6787702,,,
0.3025,394.5076523,,,
0.303,398.5040206,,,
0.3035,401.1080814,,,
0.304,401.9855448,,,
0.3045,400.9671886,,,
0.305,398.3351759,,,
0.3055,394.7818832,,,
0.306,390.9298073,,,
0.3065,386.6644962,,,
0.307,383.2192339,,,
0.3075,380.9868581,,,
0.308,380.5796667,,,
0.3085,382.5253466,,,
0.309,386.1250998,,,
0.3095,389.8952087,,,
0.31,392.750459,,,
0.3105,394.0150942,,,
0.311,394.5337156,,,
0.3115,394.0370025,,,
0.312,392.9804957,,,
0.3125,391.9772486,,,
0.313,391.2890271,,,
0.3135,391.4790246,,,
0.314,392.0909449,,,
0.3145,392.7153302,,,
0.315,392.6197649,,,
0.3155,390.997043,,,
0.316,388.7408702,,,
0.3165,385.4047715,,,
0.317,381.5466518,,,
0.3175,378.0466189,,,
0.318,376.3400412,,,
0.3185,377.2345025,,,
0.319,380.7201817,,,
0.3195,387.0939736,,,
0.32,394.7799946,,,
0.3205,402.7602661,,,
0.321,409.4509723,,,
0.3215,413.6977746,,,
0.322,415.1425864,,,
0.3225,414.5431312,,,
0.323,412.4822441,,,
0.3235,409.3897803,,,
0.324,406.0329065,,,
0.3245,402.5136094,,,
0.325,399.2421022,,,
0.3255,396.3490791,,,
0.326,393.5331126,,,
0.3265,390.3998541,,,
0.327,386.6882931,,,
0.3275,382.6620843,,,
0.328,379.1646955,,,
0.3285,376.6112503,,,
0.329,375.5913832,,,
0.3295,376.0499457,,,
0.33,377.537063,,,
0.3305,379.8665151,,,
0.331,383.302712,,,
0.3315,387.273017,,,
0.332,390.9392505,,,
0.3325,394.3010348,,,
0.333,396.8899864,,,
0.3335,398.7223477,,,
0.334,399.6273854,,,
0.3345,400.2105983,,,
0.335,400.3050304,,,
0.3355,400.224952,,,
0.336,399.8272038,,,
0.3365,399.3055606,,,
0.337,398.4809791,,,
0.3375,397.1732828,,,
0.338,395.7386697,,,
0.3385,394.5594011,,,
0.339,393.9255726,,,
0.3395,393.5644641,,,
0.34,393.7110227,,,
0.3405,394.3746918,,,
0.341,394.8827368,,,
0.3415,394.5983072,,,
0.342,393.4262154,,,
0.3425,391.4858237,,,
0.343,388.9312454,,,
0.3435,386.2429512,,,
0.344,383.9267196,,,
0.3445,382.6382874,,,
0.345,382.8528372,,,
0.3455,384.8838838,,,
0.346,387.792016,,,
0.3465,390.6721964,,,
0.347,392.591813,,,
0.3475,393.1837137,,,
0.348,392.5079572,,,
0.3485,390.7866481,,,
0.349,387.7954156,,,
0.3495,383.2898692,,,
0.35,378.1123437,,,
0.3505,373.3227454,,,
0.351,370.69451,,,
0.3515,371.1715812,,,
0.352,374.8068409,,,
0.3525,380.8663627,,,
0.353,387.2900148,,,
0.3535,392.2261717,,,
0.354,393.8322736,,,
0.3545,391.8420218,,,
0.355,386.7532625,,,
0.3555,377.8872174,,,
0.356,365.4690129,,,
0.3565,349.7400175,,,
0.357,332.117091,,,
0.3575,314.7683954,,,
0.358,303.2208553,,,
0.3585,301.9739732,,,
0.359,313.2333065,,,
0.3595,335.8558484,,,
0.36,364.2697247,,,
0.3605,392.5385533,,,
0.361,414.7780784,,,
0.3615,430.1372775,,,
0.362,437.2740812,,,
0.3625,434.4056104,,,
0.363,420.6249389,,,
0.3635,395.4444192,,,
0.364,362.1518006,,,
0.3645,322.2345784,,,
0.365,280.5469423,,,
0.3655,239.7507457,,,
0.366,205.5757532,,,
0.3665,179.424471,,,
0.367,164.0709377,,,
0.3675,160.0628599,,,
0.368,167.0557489,,,
0.3685,183.4113961,,,
0.369,206.4184656,,,
0.3695,234.5501787,,,
0.37,263.8925119,,,
0.3705,292.587796,,,
0.371,317.4177836,,,
0.3715,337.2934833,,,
0.372,350.3202086,,,
0.3725,356.8500024,,,
0.373,358.3095456,,,
0.3735,357.1042137,,,
0.374,354.4412273,,,
0.3745,350.7659283,,,
0.375,346.6120472,,,
0.3755,341.6139427,,,
0.376,335.92875,,,
0.3765,331.0367873,,,
0.377,328.7503962,,,
0.3775,329.6017964,,,
0.378,332.9582925,,,
0.3785,338.538099,,,
0.379,345.512857,,,
0.3795,352.9212475,,,
0.38,360.2752451,,,
0.3805,368.6861272,,,
0.381,378.0299988,,,
0.3815,388.8930948,,,
0.382,400.2359061,,,
0.3825,410.8349698,,,
0.383,418.6052242,,,
0.3835,422.5687301,,,
0.384,422.2129098,,,
0.3845,417.5143441,,,
0.385,408.7079802,,,
0.3855,395.6657681,,,
0.386,380.3122349,,,
0.3865,364.0166466,,,
0.387,349.2025097,,,
0.3875,338.723186,,,
0.388,335.5427114,,,
0.3885,341.2173277,,,
0.389,355.2446559,,,
0.3895,374.3157938,,,
0.39,393.7945008,,,
0.3905,410.6989875,,,
0.391,422.1906238,,,
0.3915,426.9768226,,,
0.392,422.3186738,,,
0.3925,408.0314683,,,
0.393,385.8010087,,,
0.3935,358.0477797,,,
0.394,329.4707246,,,
0.3945,303.7655399,,,
0.395,288.2544938,,,
0.3955,288.1022692,,,
0.396,304.3457309,,,
0.3965,333.2313903,,,
0.397,365.8346542,,,
0.3975,396.2104527,,,
0.398,420.3155792,,,
0.3985,437.9358616,,,
0.399,445.9920566,,,
0.3995,440.889699,,,
0.4,421.223261,,,
0.4005,388.5029012,,,
0.401,347.597541,,,
0.4015,302.2455601,,,
0.402,258.2375374,,,
0.4025,218.5174895,,,
0.403,187.6702857,,,
0.4035,166.3161564,,,
0.404,155.3586282,,,
0.4045,154.3459379,,,
0.405,161.1854692,,,
0.4055,174.7028638,,,
0.406,193.7758903,,,
0.4065,217.4749586,,,
0.407,243.2979947,,,
0.4075,268.7799418,,,
0.408,290.4604287,,,
0.4085,307.852563,,,
0.409,321.1595628,,,
0.4095,332.2326759,,,
0.41,341.4613404,,,
0.4105,347.9526059,,,
0.411,350.2465515,,,
0.4115,348.1301383,,,
0.412,342.5227577,,,
0.4125,334.4680736,,,
0.413,326.7771422,,,
0.4135,321.6634528,,,
0.414,321.390355,,,
0.4145,326.440586,,,
0.415,336.5236725,,,
0.4155,350.9449716,,,
0.416,367.3285707,,,
0.4165,384.390948,,,
0.417,400.1716922,,,
0.4175,414.6292533,,,
0.418,426.6364891,,,
0.4185,436.1628037,,,
0.419,442.9732498,,,
0.4195,447.2642464,,,
0.42,449.4407184,,,
0.4205,449.747434,,,
0.421,448.0601205,,,
0.4215,443.9780078,,,
0.422,437.0312017,,,
0.4225,427.1286695,,,
0.423,415.6551641,,,
0.4235,403.8469912,,,
0.424,393.7506842,,,
0.4245,386.0450214,,,
0.425,381.7929309,,,
0.4255,380.6397255,,,
0.426,381.529654,,,
0.4265,383.7835604,,,
0.427,386.136054,,,
0.4275,388.0265855,,,
0.428,389.7977547,,,
0.4285,391.6225615,,,
0.429,392.8649107,,,
0.4295,393.4598332,,,
0.43,393.5765514,,,
0.4305,393.9924305,,,
0.431,394.64439,,,
0.4315,394.5805539,,,
0.432,393.3722002,,,
0.4325,391.4797801,,,
0.433,389.8834991,,,
0.4335,388.9410663,,,
0.434,388.3661635,,,
0.4345,388.1939192,,,
0.435,389.0381426,,,
0.4355,390.9014776,,,
0.436,393.0216681,,,
0.4365,394.36336,,,
0.437,395.0561142,,,
0.4375,395.9309336,,,
0.438,397.0131259,,,
0.4385,397.6529981,,,
0.439,397.4025641,,,
0.4395,396.5258561,,,
0.44,395.0455378,,,
0.4405,393.5157371,,,
0.441,391.0548354,,,
0.4415,387.726669,,,
0.442,384.1779091,,,
0.4425,380.4501058,,,
0.443,377.2175047,,,
0.4435,374.9220481,,,
0.444,374.2240057,,,
0.4445,375.2329188,,,
0.445,377.9608745,,,
0.4455,381.8295705,,,
0.446,386.1715605,,,
0.4465,391.4416295,,,
0.447,397.5257036,,,
0.4475,403.5478302,,,
0.448,408.2890792,,,
0.4485,411.4091172,,,
0.449,412.7644073,,,
0.4495,412.792737,,,
0.45,412.1437993,,,
0.4505,411.7876013,,,
0.451,411.8835443,,,
0.4515,412.3908338,,,
0.452,412.898501,,,
0.4525,412.7145472,,,
0.453,411.7162106,,,
0.4535,409.6821422,,,
0.454,406.0737012,,,
0.4545,400.5441326,,,
0.455,394.306323,,,
0.4555,387.8029702,,,
0.456,381.9228695,,,
0.4565,377.5808796,,,
0.457,375.3972307,,,
0.4575,375.8943215,,,
0.458,378.7057552,,,
0.4585,383.6879951,,,
0.459,389.5035042,,,
0.4595,394.5850867,,,
0.46,397.9226963,,,
0.4605,399.9594088,,,
0.461,400.6918245,,,
0.4615,400.1108779,,,
0.462,399.1329387,,,
0.4625,398.3706824,,,
0.463,398.2263901,,,
0.4635,399.0403952,,,
0.464,400.0738605,,,
0.4645,400.7401737,,,
0.465,400.599281,,,
0.4655,399.3977264,,,
0.466,397.6888823,,,
0.4665,396.0884464,,,
0.467,395.0107868,,,
0.4675,395.1735878,,,
0.468,396.8465476,,,
0.4685,400.176225,,,
0.469,404.8460833,,,
0.4695,409.654568,,,
0.47,413.4990894,,,
0.4705,415.3261625,,,
0.471,414.5623953,,,
0.4715,411.8605029,,,
0.472,407.6745148,,,
0.4725,402.5657359,,,
0.473,397.5744306,,,
0.4735,393.1550063,,,
0.474,390.4995744,,,
0.4745,389.8895428,,,
0.475,391.0899642,,,
0.4755,393.3159187,,,
0.476,395.622707,,,
0.4765,397.3028437,,,
0.477,398.2800275,,,
0.4775,398.9943123,,,
0.478,399.7652563,,,
0.4785,400.8633132,,,
0.479,402.855076,,,
0.4795,405.7269463,,,
0.48,409.4162213,,,
0.4805,413.4832248,,,
0.481,416.7687079,,,
0.4815,418.1613932,,,
0.482,416.9515286,,,
0.4825,413.0956753,,,
0.483,407.2575025,,,
0.4835,399.682156,,,
0.484,391.308669,,,
0.4845,382.8256408,,,
0.485,375.6895926,,,
0.4855,370.7791212,,,
0.486,368.6230465,,,
0.4865,368.8149326,,,
0.487,371.7015343,,,
0.4875,376.5674338,,,
0.488,382.3198622,,,
0.4885,387.4698136,,,
0.489,391.4654264,,,
0.4895,394.2168013,,,
0.49,395.6332834,,,
0.4905,395.6831436,,,
0.491,395.0247627,,,
0.4915,394.4672353,,,
0.492,394.0517339,,,
0.4925,394.2995239,,,
0.493,395.7065628,,,
0.4935,398.1886172,,,
0.494,401.4873208,,,
0.4945,404.5140599,,,
0.495,406.4536961,,,
0.4955,406.8148046,,,
0.496,405.6714202,,,
